GEMS_Station_Number,Sample_Date,Sample_Time,Depth,Parameter_Code,Analysis_Method_Code,Value,Unit,Data_Quality
DEU01620,7/10/2016,22:00,22,Cl-Tot,0,66.2,mg/l,Fair
DEU01620,7/10/2016,22:00,22,Tl-Tot,0,0.0001,mg/l,Fair
DEU01620,7/10/2016,22:00,22,Tl-Dis,0,0.0001,mg/l,Fair
DEU01620,7/10/2016,22:00,22,Pb-Tot,0,0.0005,mg/l,Fair
DEU01620,7/10/2016,22:00,22,TN,0,6.6,mg/l,Fair
DEU01620,7/10/2016,22:00,22,NO3N,0,5.95,mg/l,Fair
DEU01620,7/10/2016,22:00,45,TRP,0,0.042,mg/l,Fair
DEU01620,7/10/2016,22:00,45,TN,0,6.7,mg/l,Fair
DEU01620,7/10/2016,22:00,5,TEMP,0,21.1,°C,Fair
DEU01620,9/4/2016,22:00,22,4NNPHLBRA,0,0.3,µg/l,Fair
DEU01620,9/4/2016,22:00,22,SCCP,0,0.07,µg/l,Fair
DEU01620,9/4/2016,22:00,22,4TOTPHL,0,0.015,µg/l,Fair
DEU01620,9/4/2016,22:00,22,HEXAZINONE,0,0.01,µg/l,Fair
DEU01620,9/4/2016,22:00,22,TERBUTHYLAZINE,0,0.029,µg/l,Fair
DEU01620,9/4/2016,22:00,22,SIMAZINE,0,0.01,µg/l,Fair
DEU01620,9/4/2016,22:00,22,BENZENE,0,0.3,µg/l,Fair
DEU01620,9/4/2016,22:00,22,TCE,0,0.005,µg/l,Fair
DEU01620,9/4/2016,22:00,22,TCMA,0,0.015,µg/l,Fair
DEU01620,9/4/2016,22:00,22,TOC,0,6.6,mg/l,Fair
DEU01620,9/4/2016,22:00,22,Pb-Tot,0,0.0005,mg/l,Fair
DEU01620,9/4/2016,22:00,22,Hg-Dis,0,0.01,µg/l,Fair
DEU01620,9/4/2016,22:00,22,NO3N,0,5.12,mg/l,Fair
DEU01620,9/4/2016,22:00,22,NO2N,0,0.039,mg/l,Fair
DEU01620,9/4/2016,22:00,45,TEMP,0,6.2,°C,Fair
DEU01620,9/4/2016,22:00,5,TEMP,0,20.8,°C,Fair
DEU01620,9/4/2016,22:00,5,SO4-Tot,0,71.9,mg/l,Fair
DEU01620,9/4/2016,22:00,5,Cl-Tot,0,62.9,mg/l,Fair
DEU01620,11/6/2016,23:00,22,NO3N,0,4.52,mg/l,Fair
DEU01620,11/6/2016,23:00,22,Fe-Tot,0,0.06,mg/l,Fair
DEU01620,11/6/2016,23:00,22,TOC,0,7.2,mg/l,Fair
DEU01620,11/6/2016,23:00,22,TCE,0,0.005,µg/l,Fair
DEU01620,11/6/2016,23:00,22,BENZENE,0,0.3,µg/l,Fair
DEU01620,11/6/2016,23:00,22,PROMETRYN,0,0.01,µg/l,Fair
DEU01620,11/6/2016,23:00,22,TERBUTHYLAZINE,0,0.044,µg/l,Fair
DEU01620,11/6/2016,23:00,22,ISOPROTURON,0,0.01,µg/l,Fair
DEU01620,11/6/2016,23:00,22,BENTAZON,0,0.012,µg/l,Fair
DEU01620,11/6/2016,23:00,22,BROMOXYNIL,0,0.001,µg/l,Fair
DEU01620,11/6/2016,23:00,22,CHLORPYRIFOS,0,0.02,µg/l,Fair
DEU01620,11/6/2016,23:00,22,MALATHION,0,0.002,µg/l,Fair
DEU01620,11/6/2016,23:00,22,DIMETHOATE,0,0.002,µg/l,Fair
DEU01620,11/6/2016,23:00,45,TRP,0,0.048,mg/l,Fair
DEU01620,11/6/2016,23:00,5,TRP,0,0.043,mg/l,Fair
DEU01620,11/6/2016,23:00,30,TEMP,0,12,°C,Fair
DEU01620,11/6/2016,23:00,10,NH4N,0,0.015,mg/l,Fair
DEU01620,11/6/2016,23:00,35,NH4N,0,0.015,mg/l,Fair
DEU01620,2/5/2017,23:00,0,TN,0,5.4,mg/l,Fair
DEU01620,2/5/2017,23:00,0,TRP,0,0.054,mg/l,Fair
DEU01620,4/17/2017,22:00,23.3,4NNPHLBRA,0,0.3,µg/l,Fair
DEU01620,4/17/2017,22:00,23.3,PFOS,0,0.00179,µg/l,Fair
DEU01620,4/17/2017,22:00,23.3,NICOSULFURON,0,0.0088,µg/l,Fair
DEU01620,4/17/2017,22:00,23.3,DIMETHOATE,0,0.001,µg/l,Fair
DEU01620,4/17/2017,22:00,23.3,CHLORFENVINPHOS,0,0.001,µg/l,Fair
DEU01620,4/17/2017,22:00,23.3,DIFLUFENICAN,0,0.005,µg/l,Fair
DEU01620,4/17/2017,22:00,23.3,FLAH,0,0.001,µg/l,Fair
DEU01620,4/17/2017,22:00,23.3,BENTAZON,0,0.0046,µg/l,Fair
DEU01620,4/17/2017,22:00,23.3,PARATHION,0,0.005,µg/l,Fair
DEU01620,4/17/2017,22:00,23.3,METAPHOS,0,0.05,µg/l,Fair
DEU01620,4/17/2017,22:00,23.3,PCP,0,0.05,µg/l,Fair
DEU01620,4/17/2017,22:00,23.3,PECBZ,0,0.001,µg/l,Fair
DEU01620,4/17/2017,22:00,23.3,TCE,0,0.005,µg/l,Fair
DEU01620,4/17/2017,22:00,23.3,SO4-Tot,0,60,mg/l,Fair
DEU01620,4/17/2017,22:00,23.3,NH4N,0,0.075,mg/l,Fair
DEU01620,4/17/2017,22:00,23.3,TRP,0,0.01,mg/l,Fair
DEU01620,4/17/2017,22:00,40,O2-Dis,0,7.62,mg/l,Fair
DEU01620,4/17/2017,22:00,40,TN,0,6.2,mg/l,Fair
DEU01620,4/17/2017,22:00,5,NO3N,0,6.7,mg/l,Fair
DEU01620,4/17/2017,22:00,5,SO4-Tot,0,58,mg/l,Fair
DEU01620,4/17/2017,22:00,5,Cl-Tot,0,64,mg/l,Fair
DEU01620,4/17/2017,22:00,30,TEMP,0,4.3,°C,Fair
DEU01620,4/17/2017,22:00,2,TN,0,7.3,mg/l,Fair
DEU01620,5/14/2017,22:00,23.3,MALATHION,0,0.001,µg/l,Fair
DEU01620,5/14/2017,22:00,23.3,BAP,0,0.0001,µg/l,Fair
DEU01620,5/14/2017,22:00,23.3,ISOPROTURON,0,0.01,µg/l,Fair
DEU01620,5/14/2017,22:00,23.3,TERBUTHYLAZINE,0,0.018,µg/l,Fair
DEU01620,5/14/2017,22:00,23.3,HXCBDE,0,0.001,µg/l,Fair
DEU01620,5/14/2017,22:00,23.3,EDC,0,0.025,µg/l,Fair
DEU01620,5/14/2017,22:00,23.3,CCl4,0,0.005,µg/l,Fair
DEU01620,5/14/2017,22:00,23.3,Hg-Tot,0,0.01,µg/l,Fair
DEU01620,5/14/2017,22:00,23.3,Fe-Tot,0,0.046,mg/l,Fair
DEU01620,5/14/2017,22:00,23.3,Ni-Dis,0,0.00474,mg/l,Fair
DEU01620,5/14/2017,22:00,23.3,Se-Tot,0,0.0005,mg/l,Fair
DEU01620,5/14/2017,22:00,23.3,TRP,0,0.023,mg/l,Fair
DEU01620,5/14/2017,22:00,0,NO3N,0,6.73,mg/l,Fair
DEU01620,5/14/2017,22:00,0,SO4-Tot,0,59.5,mg/l,Fair
DEU01620,5/14/2017,22:00,45,NO3N,0,5.86,mg/l,Fair
DEU01620,5/14/2017,22:00,45,pH,0,7.41,---,Fair
DEU01620,5/14/2017,22:00,15,TEMP,0,6.3,°C,Fair
DEU01620,5/14/2017,22:00,2,TN,0,7,mg/l,Fair
DEU01620,5/14/2017,22:00,35,NH4N,0,0.01,mg/l,Fair
DEU01620,7/16/2017,22:00,23.3,BAP,0,0.0001,µg/l,Fair
DEU01620,7/16/2017,22:00,23.3,METRIBUZIN,0,0.05,µg/l,Fair
DEU01620,7/16/2017,22:00,23.3,ISOPROTURON,0,0.01,µg/l,Fair
DEU01620,7/16/2017,22:00,23.3,LINURON,0,0.01,µg/l,Fair
DEU01620,7/16/2017,22:00,23.3,PECBZ,0,0.001,µg/l,Fair
DEU01620,7/16/2017,22:00,23.3,PCE,0,0.005,µg/l,Fair
DEU01620,7/16/2017,22:00,23.3,Ni-Dis,0,0.00483,mg/l,Fair
DEU01620,7/16/2017,22:00,23.3,Hg-Dis,0,0.01,µg/l,Fair
DEU01620,7/16/2017,22:00,23.3,Hg-Tot,0,0.01,µg/l,Fair
DEU01620,7/16/2017,22:00,23.3,Cd-Tot,0,0.127,µg/l,Fair
DEU01620,7/16/2017,22:00,23.3,Ag-Tot,0,0.005,µg/l,Fair
DEU01620,7/16/2017,22:00,23.3,TRP,0,0.015,mg/l,Fair
DEU01620,7/16/2017,22:00,45,SO4-Tot,0,75.6,mg/l,Fair
DEU01620,7/16/2017,22:00,0,Cl-Tot,0,76.8,mg/l,Fair
DEU01620,7/16/2017,22:00,0,O2-Dis,0,10.5,mg/l,Fair
DEU01620,7/16/2017,22:00,0,NO3N,0,6,mg/l,Fair
DEU01620,7/16/2017,22:00,0,pH,0,9.22,---,Fair
DEU01620,7/16/2017,22:00,30,TEMP,0,5.4,°C,Fair
DEU01620,7/16/2017,22:00,10,NH4N,0,0.01,mg/l,Fair
DEU01620,7/16/2017,22:00,35,NH4N,0,0.01,mg/l,Fair
DEU01620,9/10/2017,22:00,30,TEMP,0,7.5,°C,Fair
DEU01620,9/10/2017,22:00,5,SO4-Tot,0,97.4,mg/l,Fair
DEU01620,9/10/2017,22:00,5,NO3N,0,4.23,mg/l,Fair
DEU01620,9/10/2017,22:00,45,TEMP,0,5.5,°C,Fair
DEU01620,9/10/2017,22:00,23.3,HBCDD,0,0.0006,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,IMIDACLOPRID,0,0.025,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,ANTHRACENE,0,0.0005,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,NPTH,0,0.0096,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,AMETRYN,0,0.01,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,HEXAZINONE,0,0.01,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,24DP,0,0.001,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,MCPA,0,0.0034,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,ENDOSULFAN,0,0.0009,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,CBZH,0,0.15,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,MECL,0,0.025,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,NO2N,0,0.038,mg/l,Fair
DEU01620,9/10/2017,22:00,23.3,TN,0,5.9,mg/l,Fair
DEU01620,9/10/2017,22:00,23.3,Se-Tot,0,0.0005,mg/l,Fair
DEU01620,9/10/2017,22:00,23.3,Ni-Tot,0,0.00503,mg/l,Fair
DEU01620,9/10/2017,22:00,23.3,Hg-Tot,0,0.01,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,Ag-Dis,0,0.005,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,TRP,0,0.011,mg/l,Fair
DEU01620,11/12/2017,23:00,40,TN,0,5.3,mg/l,Fair
DEU01620,11/12/2017,23:00,30,TEMP,0,10.4,°C,Fair
DEU01620,11/12/2017,23:00,45,TEMP,0,8.5,°C,Fair
DEU01620,11/12/2017,23:00,0,O2-Dis,0,6.85,mg/l,Fair
DEU01620,11/12/2017,23:00,0,pH,0,8.46,---,Fair
DEU01620,11/12/2017,23:00,0,Cl-Tot,0,70.8,mg/l,Fair
DEU01620,11/12/2017,23:00,23.3,NO3N,0,4.47,mg/l,Fair
DEU01620,11/12/2017,23:00,23.3,Fe-Tot,0,0.083,mg/l,Fair
DEU01620,11/12/2017,23:00,23.3,Tl-Tot,0,0.0001,mg/l,Fair
DEU01620,11/12/2017,23:00,23.3,SO4-Tot,0,90,mg/l,Fair
DEU01620,11/12/2017,23:00,23.3,TCMA,0,0.017,µg/l,Fair
DEU01620,11/12/2017,23:00,23.3,TCE,0,0.005,µg/l,Fair
DEU01620,11/12/2017,23:00,23.3,HXCBDE,0,0.001,µg/l,Fair
DEU01620,11/12/2017,23:00,23.3,ALACHLOR,0,0.0003,µg/l,Fair
DEU01620,11/12/2017,23:00,23.3,METAPHOS,0,0.05,µg/l,Fair
DEU01620,11/12/2017,23:00,23.3,DCMU,0,0.01,µg/l,Fair
DEU01620,11/12/2017,23:00,23.3,LINURON,0,0.01,µg/l,Fair
DEU01620,11/12/2017,23:00,23.3,SIMAZINE,0,0.01,µg/l,Fair
DEU01620,11/12/2017,23:00,23.3,BZBFLA,0,0.00096,µg/l,Fair
DEU01620,11/12/2017,23:00,23.3,BZKFLA,0,0.00033,µg/l,Fair
DEU01620,11/12/2017,23:00,23.3,AZINPHOS-ETHYL,0,0.01,µg/l,Fair
DEU01620,11/12/2017,23:00,23.3,FENITROTHION,0,0.01,µg/l,Fair
DEU01620,11/12/2017,23:00,23.3,BHC,0,0.00035,µg/l,Fair
DEU01620,1/7/2018,23:00,0,O2-Dis,0,10.94,mg/l,Fair
DEU01620,1/7/2018,23:00,0,NH4N,0,0.06,mg/l,Fair
DEU01620,5/13/2018,22:00,40,NH4N,0,0.015,mg/l,Fair
DEU01620,5/13/2018,22:00,5,O2-Dis,0,7.7,mg/l,Fair
DEU01620,5/13/2018,22:00,30,TEMP,0,4.3,°C,Fair
DEU01620,5/13/2018,22:00,30,TRP,0,0.02,mg/l,Fair
DEU01620,5/13/2018,22:00,30,O2-Dis,0,10.5,mg/l,Fair
DEU01620,5/13/2018,22:00,45,O2-Dis,0,12,mg/l,Fair
DEU01620,5/13/2018,22:00,0,Ni-Tot,0,0.00464,mg/l,Fair
DEU01620,5/13/2018,22:00,0,Ag-Dis,0,0.006,µg/l,Fair
DEU01620,5/13/2018,22:00,0,Pb-Dis,0,0.0005,mg/l,Fair
DEU01620,5/13/2018,22:00,0,MECL,0,0.02,µg/l,Fair
DEU01620,5/13/2018,22:00,0,HCB,0,4.00E-05,µg/l,Fair
DEU01620,5/13/2018,22:00,0,PARATHION,0,0.0025,µg/l,Fair
DEU01620,5/13/2018,22:00,0,LINURON,0,0.01,µg/l,Fair
DEU01620,5/13/2018,22:00,0,TERBUTRYN,0,0.01,µg/l,Fair
DEU01620,5/13/2018,22:00,0,METOLACHOR,0,0.01,µg/l,Fair
DEU01620,5/13/2018,22:00,0,24DP,0,0.001,µg/l,Fair
DEU01620,5/13/2018,22:00,0,BENTAZON,0,0.003,µg/l,Fair
DEU01620,5/13/2018,22:00,0,BZBFLA,0,0.0005,µg/l,Fair
DEU01620,5/13/2018,22:00,0,FLUFENACET,0,0.005,µg/l,Fair
DEU01620,5/13/2018,22:00,0,CHLORPYRIFOS,0,0.001,µg/l,Fair
DEU01620,5/13/2018,22:00,0,DICHLORVOS,0,0.0003,µg/l,Fair
DEU01620,5/13/2018,22:00,0,AZINPHOS-ETHYL,0,0.01,µg/l,Fair
DEU01620,7/1/2018,22:00,5,O2-Dis,0,5.35,mg/l,Fair
DEU01620,7/1/2018,22:00,5,TEMP,0,19,°C,Fair
DEU01620,7/1/2018,22:00,30,Cl-Tot,0,64.6,mg/l,Fair
DEU01620,7/1/2018,22:00,45,TRP,0,0.029,mg/l,Fair
DEU01620,7/1/2018,22:00,0,DDT,0,0.0006,µg/l,Fair
DEU01620,7/1/2018,22:00,0,PentaBDE,0,0.0001,µg/l,Fair
DEU01620,7/1/2018,22:00,0,CHLORFENVINPHOS,0,0.001,µg/l,Fair
DEU01620,7/1/2018,22:00,0,BZGHIPYL,0,0.0005,µg/l,Fair
DEU01620,7/1/2018,22:00,0,NPTH,0,0.015,µg/l,Fair
DEU01620,7/1/2018,22:00,0,BENTAZON,0,0.003,µg/l,Fair
DEU01620,7/1/2018,22:00,0,METRIBUZIN,0,0.05,µg/l,Fair
DEU01620,7/1/2018,22:00,0,HEXAZINONE,0,0.01,µg/l,Fair
DEU01620,7/1/2018,22:00,0,TERBUTRYN,0,0.01,µg/l,Fair
DEU01620,7/1/2018,22:00,0,ATRAZINE,0,0.01,µg/l,Fair
DEU01620,7/1/2018,22:00,0,DCMU,0,0.01,µg/l,Fair
DEU01620,7/1/2018,22:00,0,ENDOSULFAN,0,0.0009,µg/l,Fair
DEU01620,7/1/2018,22:00,0,CBZH,0,0.15,µg/l,Fair
DEU01620,7/1/2018,22:00,0,TCE,0,0.005,µg/l,Fair
DEU01620,7/1/2018,22:00,0,Tl-Tot,0,0.0001,mg/l,Fair
DEU01620,7/1/2018,22:00,0,Ag-Tot,0,0.005,µg/l,Fair
DEU01620,7/1/2018,22:00,0,Ag-Dis,0,0.005,µg/l,Fair
DEU01620,7/1/2018,22:00,0,Cd-Dis,0,0.133,µg/l,Fair
DEU01620,7/1/2018,22:00,0,Ni-Tot,0,0.00469,mg/l,Fair
DEU01620,7/1/2018,22:00,0,TN,0,5.8,mg/l,Fair
DEU01620,7/1/2018,22:00,0,NO3N,0,5.657,mg/l,Fair
DEU01620,7/1/2018,22:00,0,TRP,0,0.011,mg/l,Fair
DEU01620,9/2/2018,22:00,0,PFOS,0,0.00102,µg/l,Fair
DEU01620,9/2/2018,22:00,0,DIFLUFENICAN,0,0.005,µg/l,Fair
DEU01620,9/2/2018,22:00,0,BROMOXYNIL,0,0.001,µg/l,Fair
DEU01620,9/2/2018,22:00,0,IMIDACLOPRID,0,0.01,µg/l,Fair
DEU01620,9/2/2018,22:00,0,METRIBUZIN,0,0.05,µg/l,Fair
DEU01620,9/2/2018,22:00,0,ISOPROTURON,0,0.01,µg/l,Fair
DEU01620,9/2/2018,22:00,0,PROMETRYN,0,0.01,µg/l,Fair
DEU01620,9/2/2018,22:00,0,SIMAZINE,0,0.01,µg/l,Fair
DEU01620,9/2/2018,22:00,0,DCMU,0,0.01,µg/l,Fair
DEU01620,9/2/2018,22:00,0,ENDOSULFAN,0,0.0009,µg/l,Fair
DEU01620,9/2/2018,22:00,0,HXCBDE,0,0.001,µg/l,Fair
DEU01620,9/2/2018,22:00,0,PCE,0,0.005,µg/l,Fair
DEU01620,9/2/2018,22:00,0,Tl-Dis,0,0.0001,mg/l,Fair
DEU01620,9/2/2018,22:00,0,Pb-Dis,0,0.0005,mg/l,Fair
DEU01620,9/2/2018,22:00,0,Hg-Tot,0,0.01,µg/l,Fair
DEU01620,9/2/2018,22:00,0,Se-Dis,0,0.0005,mg/l,Fair
DEU01620,9/2/2018,22:00,0,NH4N,0,0.049,mg/l,Fair
DEU01620,9/2/2018,22:00,40,O2-Dis,0,2.28,mg/l,Fair
DEU01620,9/2/2018,22:00,30,O2-Dis,0,6.14,mg/l,Fair
DEU01620,9/2/2018,22:00,30,NO3N,0,5.866,mg/l,Fair
DEU01620,9/2/2018,22:00,30,TRP,0,0.022,mg/l,Fair
DEU01620,9/2/2018,22:00,30,Cl-Tot,0,64.1,mg/l,Fair
DEU01620,9/2/2018,22:00,5,O2-Dis,0,5.94,mg/l,Fair
DEU01620,11/11/2018,23:00,40,TRP,0,0.031,mg/l,Fair
DEU01620,11/11/2018,23:00,40,pH,0,6.94,---,Fair
DEU01620,11/11/2018,23:00,30,TN,0,4.9,mg/l,Fair
DEU01620,11/11/2018,23:00,5,pH,0,7.13,---,Fair
DEU01620,1/7/2008,9:45,0,SO4-Tot,0,41.7,mg/l,Fair
DEU01620,1/7/2008,9:45,0,TN,0,5.6,mg/l,Fair
DEU01620,1/7/2008,9:45,0,pH,0,7.24,---,Fair
DEU01620,3/10/2008,8:30,0,Cl-Tot,0,45.5,mg/l,Fair
DEU01620,3/10/2008,8:30,0,O2-Dis,0,10.2,mg/l,Fair
DEU01620,3/9/2015,7:20,40,pH,0,7.42,---,Fair
DEU01620,3/9/2015,7:20,40,TP,0,0.0606,mg/l,Fair
DEU01620,3/9/2015,7:20,0,pH,0,7.19,---,Fair
DEU01620,3/9/2015,7:20,25,Tl-Tot,0,0.0001,mg/l,Fair
DEU01620,3/9/2015,7:20,25,NO3N,0,4.56,mg/l,Fair
DEU01620,3/9/2015,7:20,25,NO2N,0,0.023,mg/l,Fair
DEU01620,3/9/2015,7:20,25,TRP,0,0.045,mg/l,Fair
DEU01620,3/9/2015,7:20,25,Cl-Tot,0,67.4,mg/l,Fair
DEU01620,3/9/2015,7:20,25,DCMU,0,0.01,µg/l,Fair
DEU01620,3/9/2015,7:20,25,BZGHIPYL,0,0.00075,µg/l,Fair
DEU01620,3/9/2015,7:20,25,FLAH,0,0.0041,µg/l,Fair
DEU01620,1/6/2015,7:50,0,SO4-Tot,0,86.6,mg/l,Fair
DEU01620,1/6/2015,7:50,0,Cl-Tot,0,60.8,mg/l,Fair
DEU01620,11/2/2014,23:00,0,SO4-Tot,0,103,mg/l,Fair
DEU01620,11/2/2014,23:00,0,NO3N,0,3.71,mg/l,Fair
DEU01620,11/2/2014,23:00,0,Cl-Tot,0,65.6,mg/l,Fair
DEU01620,11/2/2014,23:00,25,TP,0,0.0679,mg/l,Fair
DEU01620,11/2/2014,23:00,25,TEMP,0,12.5,°C,Fair
DEU01620,11/2/2014,23:00,25,Cl-Tot,0,66.2,mg/l,Fair
DEU01620,11/2/2014,23:00,40,O2-Dis,0,0.08,mg/l,Suspect
DEU01620,8/31/2014,22:00,0,NH4N,0,0.047,mg/l,Fair
DEU01620,8/31/2014,22:00,25,SO4-Tot,0,79.3,mg/l,Fair
DEU01620,8/31/2014,22:00,25,Cl-Tot,0,61.4,mg/l,Fair
DEU01620,7/6/2014,22:00,40,NO3N,0,4.36,mg/l,Fair
DEU01620,7/6/2014,22:00,40,NH4N,0,0.02,mg/l,Fair
DEU01620,7/6/2014,22:00,40,TRP,0,0.033,mg/l,Fair
DEU01620,7/6/2014,22:00,40,O2-Dis,0,5.6,mg/l,Fair
DEU01620,7/6/2014,22:00,40,SO4-Tot,0,71.4,mg/l,Fair
DEU01620,7/6/2014,22:00,0,NO3N,0,3.46,mg/l,Fair
DEU01620,7/6/2014,22:00,0,TEMP,0,22.2,°C,Fair
DEU01620,7/6/2014,22:00,0,O2-Dis,0,12.8,mg/l,Fair
DEU01620,7/6/2014,22:00,0,Cl-Tot,0,68,mg/l,Fair
DEU01620,7/6/2014,22:00,25,TEMP,0,5.2,°C,Fair
DEU01620,5/4/2014,22:00,0,NH4N,0,0.134,mg/l,Fair
DEU01620,5/4/2014,22:00,0,TN,0,5.4,mg/l,Fair
DEU01620,5/4/2014,22:00,0,O2-Dis,0,10.4,mg/l,Fair
DEU01620,5/4/2014,22:00,0,SO4-Tot,0,80.1,mg/l,Fair
DEU01620,5/4/2014,22:00,40,SO4-Tot,0,82.6,mg/l,Fair
DEU01620,5/4/2014,22:00,40,O2-Dis,0,7.48,mg/l,Fair
DEU01620,5/4/2014,22:00,40,NH4N,0,0.02,mg/l,Fair
DEU01620,5/4/2014,22:00,25,O2-Dis,0,9.14,mg/l,Fair
DEU01620,5/4/2014,22:00,25,TN,0,5.7,mg/l,Fair
DEU01620,3/17/2014,23:00,25,SO4-Tot,0,79,mg/l,Fair
DEU01620,3/17/2014,23:00,25,TRP,0,0.04,mg/l,Fair
DEU01620,3/17/2014,23:00,25,TP,0,0.0529,mg/l,Fair
DEU01620,3/17/2014,23:00,25,NO3N,0,5.13,mg/l,Fair
DEU01620,3/17/2014,23:00,0,O2-Dis,0,14.8,mg/l,Fair
DEU01620,3/17/2014,23:00,40,O2-Dis,0,0.4,mg/l,Fair
DEU01620,3/17/2014,23:00,40,TEMP,0,3.9,°C,Fair
DEU01620,3/17/2014,23:00,40,TRP,0,0.043,mg/l,Fair
DEU01620,11/4/2013,7:45,0,BAP,0,0.003,µg/l,Fair
DEU01620,11/4/2013,7:45,0,FLAH,0,0.003,µg/l,Fair
DEU01620,11/4/2013,7:45,0,ALACHLOR,0,0.0003,µg/l,Fair
DEU01620,11/4/2013,7:45,0,HCB,0,4.00E-05,µg/l,Fair
DEU01620,11/4/2013,7:45,0,PECBZ,0,0.001,µg/l,Fair
DEU01620,11/4/2013,7:45,0,TCMA,0,0.014,µg/l,Fair
DEU01620,11/4/2013,7:45,0,Cl-Tot,0,46.7,mg/l,Fair
DEU01620,11/4/2013,7:45,0,SO4-Tot,0,63.8,mg/l,Fair
DEU01620,11/4/2013,7:45,40,O2-Dis,0,7.56,mg/l,Fair
DEU01620,11/4/2013,7:45,25,Cl-Tot,0,46.7,mg/l,Fair
DEU01620,11/4/2013,7:45,25,NH4N,0,0.015,mg/l,Fair
DEU01620,11/4/2013,7:45,25,SO4-Tot,0,63.5,mg/l,Fair
DEU01620,9/2/2013,7:00,0,DIMETHOATE,0,0.002,µg/l,Fair
DEU01620,9/2/2013,7:00,0,CHLORPYRIFOS,0,0.02,µg/l,Fair
DEU01620,9/2/2013,7:00,0,BAP,0,0.003,µg/l,Fair
DEU01620,9/2/2013,7:00,0,FLAH,0,0.003,µg/l,Fair
DEU01620,9/2/2013,7:00,0,PECBZ,0,0.001,µg/l,Fair
DEU01620,9/2/2013,7:00,0,TCMA,0,0.014,µg/l,Fair
DEU01620,9/2/2013,6:30,25,O2-Dis,0,2.75,mg/l,Fair
DEU01620,9/2/2013,6:30,25,TEMP,0,12,°C,Fair
DEU01620,9/2/2013,6:30,40,NO3N,0,5.18,mg/l,Fair
DEU01620,9/2/2013,6:30,0,TN,0,5.2,mg/l,Fair
DEU01620,9/2/2013,6:30,0,TP,0,0.0118,mg/l,Fair
DEU01620,7/8/2013,7:05,0,BHC,0,0.00026,µg/l,Fair
DEU01620,7/8/2013,7:05,0,ANTHRACENE,0,0.003,µg/l,Fair
DEU01620,7/8/2013,7:05,0,24DP,0,0.011,µg/l,Fair
DEU01620,7/8/2013,7:05,0,TERBUTHYLAZINE,0,0.018,µg/l,Fair
DEU01620,7/8/2013,7:05,0,TERBUTRYN,0,0.01,µg/l,Fair
DEU01620,7/8/2013,7:05,0,ATRAZINE,0,0.01,µg/l,Fair
DEU01620,7/8/2013,7:05,0,DCMU,0,0.035,µg/l,Fair
DEU01620,7/8/2013,7:05,0,HXCBDE,0,0.001,µg/l,Fair
DEU01620,7/8/2013,7:05,0,TCE,0,0.005,µg/l,Fair
DEU01620,7/8/2013,7:05,0,TCMA,0,0.023,µg/l,Fair
DEU01620,7/8/2013,6:35,0,TP,0,0.01,mg/l,Fair
DEU01620,7/8/2013,6:35,0,TEMP,0,20.6,°C,Fair
DEU01620,7/8/2013,6:35,0,TN,0,5.7,mg/l,Fair
DEU01620,7/8/2013,6:35,0,NH4N,0,0.031,mg/l,Fair
DEU01620,7/8/2013,6:35,0,O2-Dis,0,10.5,mg/l,Fair
DEU01620,7/8/2013,6:35,0,SO4-Tot,0,45.9,mg/l,Fair
DEU01620,7/8/2013,6:35,25,TRP,0,0.033,mg/l,Fair
DEU01620,7/8/2013,6:35,25,NO3N,0,6.02,mg/l,Fair
DEU01620,7/8/2013,6:35,40,TEMP,0,9.8,°C,Fair
DEU01620,7/8/2013,6:35,40,pH,0,7.18,---,Fair
DEU01620,7/8/2013,6:35,40,Cl-Tot,0,44.1,mg/l,Fair
DEU01620,5/13/2013,6:30,0,TP,0,0.0209,mg/l,Fair
DEU01620,5/13/2013,6:30,0,Cl-Tot,0,56,mg/l,Fair
DEU01620,5/13/2013,6:30,25,NH4N,0,0.015,mg/l,Fair
DEU01620,5/13/2013,6:30,25,NO3N,0,6.52,mg/l,Fair
DEU01620,5/13/2013,6:30,25,TN,0,7,mg/l,Fair
DEU01620,5/13/2013,6:30,25,TEMP,0,3.8,°C,Fair
DEU01620,3/13/2013,9:35,0,TP,0,0.0478,mg/l,Fair
DEU01620,3/13/2013,9:35,0,TEMP,0,2.5,°C,Fair
DEU01620,1/7/2013,9:55,0,Cl-Tot,0,66.7,mg/l,Fair
DEU01620,1/7/2013,9:55,0,NH4N,0,0.12,mg/l,Fair
DEU01620,11/5/2012,7:30,40,SO4-Tot,0,69.4,mg/l,Fair
DEU01620,11/5/2012,8:00,0,FENITROTHION,0,0.1,µg/l,Fair
